Domain,Area,Element,Months,Year,Value
Temperature change,China,Temperature change,January,2003,1.336
Temperature change,China,Temperature change,January,2004,1.229
Temperature change,China,Temperature change,January,2005,0.921
Temperature change,China,Temperature change,January,2006,1.413
Temperature change,China,Temperature change,January,2007,2.004
Temperature change,China,Temperature change,January,2008,-0.308
Temperature change,China,Temperature change,January,2009,1.605
Temperature change,China,Temperature change,January,2010,1.837
Temperature change,China,Temperature change,January,2011,-1.985
Temperature change,China,Temperature change,January,2012,-0.736
Temperature change,China,Temperature change,January,2013,0.508
Temperature change,China,Temperature change,January,2014,2.3
Temperature change,China,Temperature change,January,2015,2.592
Temperature change,China,Temperature change,January,2016,0.533
Temperature change,China,Temperature change,January,2017,2.519
Temperature change,China,Temperature change,January,2018,0.657
Temperature change,China,Temperature change,January,2019,2.001
Temperature change,China,Temperature change,January,2020,2.554
Temperature change,China,Temperature change,February,1990,1.446
Temperature change,China,Temperature change,February,1991,1.335
Temperature change,China,Temperature change,February,1992,0.671
Temperature change,China,Temperature change,February,1993,2.857
Temperature change,China,Temperature change,February,1994,1.183
Temperature change,China,Temperature change,February,1995,1.331
Temperature change,China,Temperature change,February,1996,0.526
Temperature change,China,Temperature change,February,1997,0.951
Temperature change,China,Temperature change,February,1998,3.158
Temperature change,China,Temperature change,February,1999,3.449
Temperature change,China,Temperature change,February,2000,-0.171
Temperature change,China,Temperature change,February,2001,1.438
Temperature change,China,Temperature change,February,2002,3.734
Temperature change,China,Temperature change,February,2003,2.523
Temperature change,China,Temperature change,February,2004,2.695
Temperature change,China,Temperature change,February,2005,-0.408
Temperature change,China,Temperature change,February,2006,2.136
Temperature change,China,Temperature change,February,2007,4.34
Temperature change,China,Temperature change,February,2008,-0.747
Temperature change,China,Temperature change,February,2009,3.57
Temperature change,China,Temperature change,February,2010,1.415
Temperature change,China,Temperature change,February,2011,2.284
Temperature change,China,Temperature change,February,2012,0.114
Temperature change,China,Temperature change,February,2013,1.654
Temperature change,China,Temperature change,February,2014,0.536
Temperature change,China,Temperature change,February,2015,2.749
Temperature change,China,Temperature change,February,2016,1.496
Temperature change,China,Temperature change,February,2017,3.112
Temperature change,China,Temperature change,February,2018,1.047
Temperature change,China,Temperature change,February,2019,1.795
Temperature change,China,Temperature change,February,2020,3.205
Temperature change,China,Temperature change,March,1990,1.558
Temperature change,China,Temperature change,March,1991,0.322
Temperature change,China,Temperature change,March,1992,0.003
Temperature change,China,Temperature change,March,1993,1.115
Temperature change,China,Temperature change,March,1994,-0.621
Temperature change,China,Temperature change,March,1995,0.366
Temperature change,China,Temperature change,March,1996,0.095
Temperature change,China,Temperature change,March,1997,1.883
Temperature change,China,Temperature change,March,1998,0.862
Temperature change,China,Temperature change,March,1999,0.293
Temperature change,China,Temperature change,March,2000,0.842
Temperature change,China,Temperature change,March,2001,1.14
Temperature change,China,Temperature change,March,2002,2.631
Temperature change,China,Temperature change,March,2003,1.049
Temperature change,China,Temperature change,March,2004,1.755
Temperature change,China,Temperature change,March,2005,0.955
Temperature change,China,Temperature change,March,2006,1.279
Temperature change,China,Temperature change,March,2007,1.492
Temperature change,China,Temperature change,March,2008,3.217
Temperature change,China,Temperature change,March,2009,1.471
Temperature change,China,Temperature change,March,2010,0.343
Temperature change,China,Temperature change,March,2011,-0.661
Temperature change,China,Temperature change,March,2012,0.388
Temperature change,China,Temperature change,March,2013,2.536
Temperature change,China,Temperature change,March,2014,2.06
Temperature change,China,Temperature change,March,2015,2.431
Temperature change,China,Temperature change,March,2016,2.654
Temperature change,China,Temperature change,March,2017,0.26
Temperature change,China,Temperature change,March,2018,3.587
Temperature change,China,Temperature change,March,2019,2.335
Temperature change,China,Temperature change,March,2020,2.795
Temperature change,China,Temperature change,April,1990,-0.489
Temperature change,China,Temperature change,April,1991,-0.059
Temperature change,China,Temperature change,April,1992,1.078
Temperature change,China,Temperature change,April,1993,0.049
Temperature change,China,Temperature change,April,1994,1.149
Temperature change,China,Temperature change,April,1995,-0.385
Temperature change,China,Temperature change,April,1996,-0.643
Temperature change,China,Temperature change,April,1997,0.766
Temperature change,China,Temperature change,April,1998,2.647
Temperature change,China,Temperature change,April,1999,1.453
Temperature change,China,Temperature change,April,2000,0.693
Temperature change,China,Temperature change,April,2001,0.489
Temperature change,China,Temperature change,April,2002,1.171
Temperature change,China,Temperature change,April,2003,0.937
Temperature change,China,Temperature change,April,2004,2.125
Temperature change,China,Temperature change,April,2005,1.519
Temperature change,China,Temperature change,April,2006,0.79
Temperature change,China,Temperature change,April,2007,1.087
Temperature change,China,Temperature change,April,2008,1.574
Temperature change,China,Temperature change,April,2009,2.135
Temperature change,China,Temperature change,April,2010,-0.89
Temperature change,China,Temperature change,April,2011,1.354
Temperature change,China,Temperature change,April,2012,1.721
Temperature change,China,Temperature change,April,2013,0.531
Temperature change,China,Temperature change,April,2014,1.81
Temperature change,China,Temperature change,April,2015,1.32
Temperature change,China,Temperature change,April,2016,2.177
Temperature change,China,Temperature change,April,2017,1.821
Temperature change,China,Temperature change,April,2018,2.09
Temperature change,China,Temperature change,April,2019,2.486
Temperature change,China,Temperature change,April,2020,1.07
Temperature change,China,Temperature change,May,1990,0.036
Temperature change,China,Temperature change,May,1991,0.013
Temperature change,China,Temperature change,May,1992,0.064
Temperature change,China,Temperature change,May,1993,-0.457
Temperature change,China,Temperature change,May,1994,0.963
Temperature change,China,Temperature change,May,1995,0.474
Temperature change,China,Temperature change,May,1996,0.392
Temperature change,China,Temperature change,May,1997,0.965
Temperature change,China,Temperature change,May,1998,0.777
Temperature change,China,Temperature change,May,1999,0.489
Temperature change,China,Temperature change,May,2000,1.571
Temperature change,China,Temperature change,May,2001,1.108
Temperature change,China,Temperature change,May,2002,0.512
Temperature change,China,Temperature change,May,2003,0.402
Temperature change,China,Temperature change,May,2004,0.653
Temperature change,China,Temperature change,May,2005,0.611
Temperature change,China,Temperature change,May,2006,0.958
Temperature change,China,Temperature change,May,2007,1.86
Temperature change,China,Temperature change,May,2008,1.328
Temperature change,China,Temperature change,May,2009,1.052
Temperature change,China,Temperature change,May,2010,0.857
Temperature change,China,Temperature change,May,2011,0.701
Temperature change,China,Temperature change,May,2012,1.591
Temperature change,China,Temperature change,May,2013,1.45
Temperature change,China,Temperature change,May,2014,0.74
Temperature change,China,Temperature change,May,2015,1.208
Temperature change,China,Temperature change,May,2016,0.82
Temperature change,China,Temperature change,May,2017,1.617
Temperature change,China,Temperature change,May,2018,1.581
Temperature change,China,Temperature change,May,2019,0.772
Temperature change,China,Temperature change,May,2020,1.827
Temperature change,China,Temperature change,June,1990,0.483
Temperature change,China,Temperature change,June,1991,0.409
Temperature change,China,Temperature change,June,1992,-0.377
Temperature change,China,Temperature change,June,1993,0.038
Temperature change,China,Temperature change,June,1994,0.701
Temperature change,China,Temperature change,June,1995,0.732
Temperature change,China,Temperature change,June,1996,0.174
Temperature change,China,Temperature change,June,1997,0.409
Temperature change,China,Temperature change,June,1998,0.794
Temperature change,China,Temperature change,June,1999,0.798
Temperature change,China,Temperature change,June,2000,0.976
Temperature change,China,Temperature change,June,2001,1.066
Temperature change,China,Temperature change,June,2002,1.106
Temperature change,China,Temperature change,June,2003,0.473
Temperature change,China,Temperature change,June,2004,0.671
Temperature change,China,Temperature change,June,2005,1.535
Temperature change,China,Temperature change,June,2006,0.949
Temperature change,China,Temperature change,June,2007,1.304
Temperature change,China,Temperature change,June,2008,0.963
Temperature change,China,Temperature change,June,2009,0.905
Temperature change,China,Temperature change,June,2010,1.185
Temperature change,China,Temperature change,June,2011,1.27
Temperature change,China,Temperature change,June,2012,1.042
Temperature change,China,Temperature change,June,2013,1.303
Temperature change,China,Temperature change,June,2014,0.758
Temperature change,China,Temperature change,June,2015,0.77
Temperature change,China,Temperature change,June,2016,1.169
Temperature change,China,Temperature change,June,2017,0.845
Temperature change,China,Temperature change,June,2018,1.414
Temperature change,China,Temperature change,June,2019,1.057
Temperature change,China,Temperature change,June,2020,1.416
Temperature change,China,Temperature change,July,1990,0.072
Temperature change,China,Temperature change,July,1991,0.329
Temperature change,China,Temperature change,July,1992,-0.449
Temperature change,China,Temperature change,July,1993,-0.436
Temperature change,China,Temperature change,July,1994,0.788
Temperature change,China,Temperature change,July,1995,-0.006
Temperature change,China,Temperature change,July,1996,-0.029
Temperature change,China,Temperature change,July,1997,0.52
Temperature change,China,Temperature change,July,1998,0.574
Temperature change,China,Temperature change,July,1999,0.548
Temperature change,China,Temperature change,July,2000,1.18
Temperature change,China,Temperature change,July,2001,1.076
Temperature change,China,Temperature change,July,2002,0.549
Temperature change,China,Temperature change,July,2003,0.089
Temperature change,China,Temperature change,July,2004,0.259
Temperature change,China,Temperature change,July,2005,0.95
Temperature change,China,Temperature change,July,2006,0.957
Temperature change,China,Temperature change,July,2007,0.581
Temperature change,China,Temperature change,July,2008,0.705
Temperature change,China,Temperature change,July,2009,0.606
Temperature change,China,Temperature change,July,2010,1.432
Temperature change,China,Temperature change,July,2011,0.775
Temperature change,China,Temperature change,July,2012,0.828
Temperature change,China,Temperature change,July,2013,0.84
Temperature change,China,Temperature change,July,2014,0.596
Temperature change,China,Temperature change,July,2015,0.477
Temperature change,China,Temperature change,July,2016,1.201
Temperature change,China,Temperature change,July,2017,1.565
Temperature change,China,Temperature change,July,2018,1.318
Temperature change,China,Temperature change,July,2019,0.618
Temperature change,China,Temperature change,July,2020,0.867
Temperature change,China,Temperature change,August,1990,0.423
Temperature change,China,Temperature change,August,1991,0.211
Temperature change,China,Temperature change,August,1992,-0.193
Temperature change,China,Temperature change,August,1993,-0.803
Temperature change,China,Temperature change,August,1994,0.75
Temperature change,China,Temperature change,August,1995,0.055
Temperature change,China,Temperature change,August,1996,-0.002
Temperature change,China,Temperature change,August,1997,0.689
Temperature change,China,Temperature change,August,1998,0.424
Temperature change,China,Temperature change,August,1999,0.201
Temperature change,China,Temperature change,August,2000,0.393
Temperature change,China,Temperature change,August,2001,0.405
Temperature change,China,Temperature change,August,2002,0.476
Temperature change,China,Temperature change,August,2003,0.34
Temperature change,China,Temperature change,August,2004,0.128
Temperature change,China,Temperature change,August,2005,0.331
Temperature change,China,Temperature change,August,2006,1.436
Temperature change,China,Temperature change,August,2007,1.16
Temperature change,China,Temperature change,August,2008,0.254
Temperature change,China,Temperature change,August,2009,0.574
Temperature change,China,Temperature change,August,2010,1.059
Temperature change,China,Temperature change,August,2011,0.994
Temperature change,China,Temperature change,August,2012,0.837
Temperature change,China,Temperature change,August,2013,1.383
Temperature change,China,Temperature change,August,2014,-0.13
Temperature change,China,Temperature change,August,2015,0.523
Temperature change,China,Temperature change,August,2016,1.409
Temperature change,China,Temperature change,August,2017,0.76
Temperature change,China,Temperature change,August,2018,1.327
Temperature change,China,Temperature change,August,2019,1.099
Temperature change,China,Temperature change,August,2020,1.287
Temperature change,China,Temperature change,September,1990,0.58
Temperature change,China,Temperature change,September,1991,0.338
Temperature change,China,Temperature change,September,1992,-0.205
Temperature change,China,Temperature change,September,1993,0.229
Temperature change,China,Temperature change,September,1994,0.074
Temperature change,China,Temperature change,September,1995,0.407
Temperature change,China,Temperature change,September,1996,0.425
Temperature change,China,Temperature change,September,1997,-0.608
Temperature change,China,Temperature change,September,1998,1.504
Temperature change,China,Temperature change,September,1999,1.15
Temperature change,China,Temperature change,September,2000,0.626
Temperature change,China,Temperature change,September,2001,0.816
Temperature change,China,Temperature change,September,2002,0.23
Temperature change,China,Temperature change,September,2003,0.966
Temperature change,China,Temperature change,September,2004,0.737
Temperature change,China,Temperature change,September,2005,1.652
Temperature change,China,Temperature change,September,2006,0.756
Temperature change,China,Temperature change,September,2007,1.014
Temperature change,China,Temperature change,September,2008,1.058
Temperature change,China,Temperature change,September,2009,1.227
Temperature change,China,Temperature change,September,2010,1.199
Temperature change,China,Temperature change,September,2011,0.437
Temperature change,China,Temperature change,September,2012,0.52
Temperature change,China,Temperature change,September,2013,0.606
Temperature change,China,Temperature change,September,2014,0.612
Temperature change,China,Temperature change,September,2015,0.631
Temperature change,China,Temperature change,September,2016,1.494
Temperature change,China,Temperature change,September,2017,1.565
Temperature change,China,Temperature change,September,2018,0.55
Temperature change,China,Temperature change,September,2019,1.707
Temperature change,China,Temperature change,September,2020,1.344
Temperature change,China,Temperature change,October,1990,1.026
Temperature change,China,Temperature change,October,1991,0.207
Temperature change,China,Temperature change,October,1992,-0.655
Temperature change,China,Temperature change,October,1993,-0.252
Temperature change,China,Temperature change,October,1994,-0.342
Temperature change,China,Temperature change,October,1995,0.943
Temperature change,China,Temperature change,October,1996,0.368
Temperature change,China,Temperature change,October,1997,0.198
Temperature change,China,Temperature change,October,1998,1.749
Temperature change,China,Temperature change,October,1999,0.648
Temperature change,China,Temperature change,October,2000,-0.093
Temperature change,China,Temperature change,October,2001,1.302
Temperature change,China,Temperature change,October,2002,0.019
Temperature change,China,Temperature change,October,2003,0.711
Temperature change,China,Temperature change,October,2004,0.366
Temperature change,China,Temperature change,October,2005,0.971
Temperature change,China,Temperature change,October,2006,2.368
Temperature change,China,Temperature change,October,2007,0.726
Temperature change,China,Temperature change,October,2008,1.483
Temperature change,China,Temperature change,October,2009,1.685
Temperature change,China,Temperature change,October,2010,0.7
Temperature change,China,Temperature change,October,2011,1.181
Temperature change,China,Temperature change,October,2012,0.542
Temperature change,China,Temperature change,October,2013,1.199
Temperature change,China,Temperature change,October,2014,1.091
Temperature change,China,Temperature change,October,2015,1.187
Temperature change,China,Temperature change,October,2016,0.665
Temperature change,China,Temperature change,October,2017,0.743
Temperature change,China,Temperature change,October,2018,0.126
Temperature change,China,Temperature change,October,2019,1.294
Temperature change,China,Temperature change,October,2020,0.747
Temperature change,China,Temperature change,November,1990,2.184
Temperature change,China,Temperature change,November,1991,0.304
Temperature change,China,Temperature change,November,1992,-0.381
Temperature change,China,Temperature change,November,1993,-0.073
Temperature change,China,Temperature change,November,1994,2.419
Temperature change,China,Temperature change,November,1995,1.148
Temperature change,China,Temperature change,November,1996,-0.011
Temperature change,China,Temperature change,November,1997,0.501
Temperature change,China,Temperature change,November,1998,1.709
Temperature change,China,Temperature change,November,1999,1.123
Temperature change,China,Temperature change,November,2000,-0.702
Temperature change,China,Temperature change,November,2001,1.695
Temperature change,China,Temperature change,November,2002,0.384
Temperature change,China,Temperature change,November,2003,0.737
Temperature change,China,Temperature change,November,2004,1.396
Temperature change,China,Temperature change,November,2005,1.855
Temperature change,China,Temperature change,November,2006,2.004
Temperature change,China,Temperature change,November,2007,1.416
Temperature change,China,Temperature change,November,2008,1.155
Temperature change,China,Temperature change,November,2009,-0.697
Temperature change,China,Temperature change,November,2010,1.788
Temperature change,China,Temperature change,November,2011,2.184
Temperature change,China,Temperature change,November,2012,-0.057
Temperature change,China,Temperature change,November,2013,1.199
Temperature change,China,Temperature change,November,2014,1.257
Temperature change,China,Temperature change,November,2015,1.551
Temperature change,China,Temperature change,November,2016,0.479
Temperature change,China,Temperature change,November,2017,0.993
Temperature change,China,Temperature change,November,2018,1
Temperature change,China,Temperature change,November,2019,1.711
Temperature change,China,Temperature change,November,2020,1.813
Temperature change,China,Temperature change,December,1990,1.642
Temperature change,China,Temperature change,December,1991,0.549
Temperature change,China,Temperature change,December,1992,1.091
Temperature change,China,Temperature change,December,1993,0.247
Temperature change,China,Temperature change,December,1994,1.16
Temperature change,China,Temperature change,December,1995,0.602
Temperature change,China,Temperature change,December,1996,1.035
Temperature change,China,Temperature change,December,1997,0.626
Temperature change,China,Temperature change,December,1998,1.999
Temperature change,China,Temperature change,December,1999,1.151
Temperature change,China,Temperature change,December,2000,0.973
Temperature change,China,Temperature change,December,2001,-0.244
Temperature change,China,Temperature change,December,2002,0.034
Temperature change,China,Temperature change,December,2003,0.972
Temperature change,China,Temperature change,December,2004,1.353
Temperature change,China,Temperature change,December,2005,-0.613
Temperature change,China,Temperature change,December,2006,1.116
Temperature change,China,Temperature change,December,2007,2.046
Temperature change,China,Temperature change,December,2008,1.568
Temperature change,China,Temperature change,December,2009,0.352
Temperature change,China,Temperature change,December,2010,0.601
Temperature change,China,Temperature change,December,2011,0.349
Temperature change,China,Temperature change,December,2012,-0.631
Temperature change,China,Temperature change,December,2013,0.882
Temperature change,China,Temperature change,December,2014,-0.114
Temperature change,China,Temperature change,December,2015,1.552
Temperature change,China,Temperature change,December,2016,2.988
Temperature change,China,Temperature change,December,2017,1.503
Temperature change,China,Temperature change,December,2018,0.08
Temperature change,China,Temperature change,December,2019,0.713
Temperature change,China,Temperature change,December,2020,0.158
Temperature change,Asia,Temperature change,January,1990,0.509
Temperature change,Asia,Temperature change,January,1991,0.659
Temperature change,Asia,Temperature change,January,1992,0.597
Temperature change,Asia,Temperature change,January,1993,0.108
Temperature change,Asia,Temperature change,January,1994,1.33
Temperature change,Asia,Temperature change,January,1995,0.816
Temperature change,Asia,Temperature change,January,1996,0.056
Temperature change,Asia,Temperature change,January,1997,1.041
Temperature change,Asia,Temperature change,January,1998,0.25
Temperature change,Asia,Temperature change,January,1999,1.789
Temperature change,Asia,Temperature change,January,2000,0.632
Temperature change,Asia,Temperature change,January,2001,0.543
Temperature change,Asia,Temperature change,January,2002,2.149
Temperature change,Asia,Temperature change,January,2003,1.395
Temperature change,Asia,Temperature change,January,2004,1.528
Temperature change,Asia,Temperature change,January,2005,0.722
Temperature change,Asia,Temperature change,January,2006,0.136
Temperature change,Asia,Temperature change,January,2007,1.695
Temperature change,Asia,Temperature change,January,2008,-1.454
Temperature change,Asia,Temperature change,January,2009,1.168
Temperature change,Asia,Temperature change,January,2010,1.522
Temperature change,Asia,Temperature change,January,2011,-0.721
Temperature change,Asia,Temperature change,January,2012,-0.347
Temperature change,Asia,Temperature change,January,2013,1.109
Temperature change,Asia,Temperature change,January,2014,1.414
Temperature change,Asia,Temperature change,January,2015,1.898
Temperature change,Asia,Temperature change,January,2016,1.349
Temperature change,Asia,Temperature change,January,2017,1.909
Temperature change,Asia,Temperature change,January,2018,0.743
Temperature change,Asia,Temperature change,January,2019,2.126
Temperature change,Asia,Temperature change,January,2020,2.052
Temperature change,Asia,Temperature change,February,1990,0.786
Temperature change,Asia,Temperature change,February,1991,0.621
Temperature change,Asia,Temperature change,February,1992,0.155
Temperature change,Asia,Temperature change,February,1993,1.269
Temperature change,Asia,Temperature change,February,1994,0.157
Temperature change,Asia,Temperature change,February,1995,1.374
Temperature change,Asia,Temperature change,February,1996,0.502
Temperature change,Asia,Temperature change,February,1997,0.333
Temperature change,Asia,Temperature change,February,1998,1.756
Temperature change,Asia,Temperature change,February,1999,3.046
Temperature change,Asia,Temperature change,February,2000,0.367
Temperature change,Asia,Temperature change,February,2001,1.179
Temperature change,Asia,Temperature change,February,2002,2.853
Temperature change,Asia,Temperature change,February,2003,1.605
Temperature change,Asia,Temperature change,February,2004,2.376
Temperature change,Asia,Temperature change,February,2005,-0.41
Temperature change,Asia,Temperature change,February,2006,2.328
Temperature change,Asia,Temperature change,February,2007,2.781
Temperature change,Asia,Temperature change,February,2008,-0.605
Temperature change,Asia,Temperature change,February,2009,2.534
Temperature change,Asia,Temperature change,February,2010,1.089
Temperature change,Asia,Temperature change,February,2011,1.147
Temperature change,Asia,Temperature change,February,2012,-0.708
Temperature change,Asia,Temperature change,February,2013,1.668
Temperature change,Asia,Temperature change,February,2014,-0.256
Temperature change,Asia,Temperature change,February,2015,2.261
Temperature change,Asia,Temperature change,February,2016,2.317
Temperature change,Asia,Temperature change,February,2017,1.535
Temperature change,Asia,Temperature change,February,2018,1.61
Temperature change,Asia,Temperature change,February,2019,1.458
Temperature change,Asia,Temperature change,February,2020,2.798
Temperature change,Asia,Temperature change,March,1990,0.638
Temperature change,Asia,Temperature change,March,1991,0.327
Temperature change,Asia,Temperature change,March,1992,-0.583
Temperature change,Asia,Temperature change,March,1993,0.271
Temperature change,Asia,Temperature change,March,1994,0.001
Temperature change,Asia,Temperature change,March,1995,0.431
Temperature change,Asia,Temperature change,March,1996,-0.124
Temperature change,Asia,Temperature change,March,1997,0.963
Temperature change,Asia,Temperature change,March,1998,0.421
Temperature change,Asia,Temperature change,March,1999,0.113
Temperature change,Asia,Temperature change,March,2000,0.578
Temperature change,Asia,Temperature change,March,2001,1.682
Temperature change,Asia,Temperature change,March,2002,2.422
Temperature change,Asia,Temperature change,March,2003,0.228
Temperature change,Asia,Temperature change,March,2004,1.916
Temperature change,Asia,Temperature change,March,2005,1.304
Temperature change,Asia,Temperature change,March,2006,1.632
Temperature change,Asia,Temperature change,March,2007,0.824
Temperature change,Asia,Temperature change,March,2008,3.249
Temperature change,Asia,Temperature change,March,2009,1.57
Temperature change,Asia,Temperature change,March,2010,1.413
Temperature change,Asia,Temperature change,March,2011,-0.061
Temperature change,Asia,Temperature change,March,2012,0.185
Temperature change,Asia,Temperature change,March,2013,2.385
Temperature change,Asia,Temperature change,March,2014,1.614
Temperature change,Asia,Temperature change,March,2015,1.37
Temperature change,Asia,Temperature change,March,2016,2.829
Temperature change,Asia,Temperature change,March,2017,0.95
Temperature change,Asia,Temperature change,March,2018,3.207
Temperature change,Asia,Temperature change,March,2019,1.815
Temperature change,Asia,Temperature change,March,2020,2.249
Temperature change,Asia,Temperature change,April,1990,-0.116
Temperature change,Asia,Temperature change,April,1991,0.303
Temperature change,Asia,Temperature change,April,1992,0.371
Temperature change,Asia,Temperature change,April,1993,-0.16
Temperature change,Asia,Temperature change,April,1994,0.686
Temperature change,Asia,Temperature change,April,1995,0.356
Temperature change,Asia,Temperature change,April,1996,-0.532
Temperature change,Asia,Temperature change,April,1997,0.462
Temperature change,Asia,Temperature change,April,1998,1.624
Temperature change,Asia,Temperature change,April,1999,1.136
Temperature change,Asia,Temperature change,April,2000,1.669
Temperature change,Asia,Temperature change,April,2001,1.059
Temperature change,Asia,Temperature change,April,2002,0.639
Temperature change,Asia,Temperature change,April,2003,0.602
Temperature change,Asia,Temperature change,April,2004,1.256
Temperature change,Asia,Temperature change,April,2005,1.144
Temperature change,Asia,Temperature change,April,2006,0.791
Temperature change,Asia,Temperature change,April,2007,1.121
Temperature change,Asia,Temperature change,April,2008,1.543
Temperature change,Asia,Temperature change,April,2009,0.991
Temperature change,Asia,Temperature change,April,2010,0.585
Temperature change,Asia,Temperature change,April,2011,1.021
Temperature change,Asia,Temperature change,April,2012,1.863
Temperature change,Asia,Temperature change,April,2013,0.817
Temperature change,Asia,Temperature change,April,2014,1.448
Temperature change,Asia,Temperature change,April,2015,1.072
Temperature change,Asia,Temperature change,April,2016,2.077
Temperature change,Asia,Temperature change,April,2017,1.646
Temperature change,Asia,Temperature change,April,2018,1.515
Temperature change,Asia,Temperature change,April,2019,1.576
Temperature change,Asia,Temperature change,April,2020,1.231
Temperature change,Asia,Temperature change,May,1990,0.233
Temperature change,Asia,Temperature change,May,1991,0.043
Temperature change,Asia,Temperature change,May,1992,-0.344
Temperature change,Asia,Temperature change,May,1993,-0.39
Temperature change,Asia,Temperature change,May,1994,0.736
Temperature change,Asia,Temperature change,May,1995,0.356
Temperature change,Asia,Temperature change,May,1996,0.594
Temperature change,Asia,Temperature change,May,1997,0.549
Temperature change,Asia,Temperature change,May,1998,0.846
Temperature change,Asia,Temperature change,May,1999,0.547
Temperature change,Asia,Temperature change,May,2000,1.057
Temperature change,Asia,Temperature change,May,2001,1.254
Temperature change,Asia,Temperature change,May,2002,0.459
Temperature change,Asia,Temperature change,May,2003,0.542
Temperature change,Asia,Temperature change,May,2004,0.734
Temperature change,Asia,Temperature change,May,2005,0.524
Temperature change,Asia,Temperature change,May,2006,0.883
Temperature change,Asia,Temperature change,May,2007,1.411
Temperature change,Asia,Temperature change,May,2008,1.001
Temperature change,Asia,Temperature change,May,2009,0.885
Temperature change,Asia,Temperature change,May,2010,1.121
Temperature change,Asia,Temperature change,May,2011,0.821
Temperature change,Asia,Temperature change,May,2012,1.522
Temperature change,Asia,Temperature change,May,2013,1.127
Temperature change,Asia,Temperature change,May,2014,1.091
Temperature change,Asia,Temperature change,May,2015,1.377
Temperature change,Asia,Temperature change,May,2016,1.209
Temperature change,Asia,Temperature change,May,2017,1.663
Temperature change,Asia,Temperature change,May,2018,1.157
Temperature change,Asia,Temperature change,May,2019,1.098
Temperature change,Asia,Temperature change,May,2020,1.652
Temperature change,Asia,Temperature change,June,1990,0.308
Temperature change,Asia,Temperature change,June,1991,0.308
Temperature change,Asia,Temperature change,June,1992,-0.097
Temperature change,Asia,Temperature change,June,1993,0.14
Temperature change,Asia,Temperature change,June,1994,0.533
Temperature change,Asia,Temperature change,June,1995,0.759
Temperature change,Asia,Temperature change,June,1996,0.289
Temperature change,Asia,Temperature change,June,1997,0.623
Temperature change,Asia,Temperature change,June,1998,1.127
Temperature change,Asia,Temperature change,June,1999,0.485
Temperature change,Asia,Temperature change,June,2000,0.642
Temperature change,Asia,Temperature change,June,2001,0.785
Temperature change,Asia,Temperature change,June,2002,0.731
Temperature change,Asia,Temperature change,June,2003,0.49
Temperature change,Asia,Temperature change,June,2004,0.67
Temperature change,Asia,Temperature change,June,2005,1.224
Temperature change,Asia,Temperature change,June,2006,1.085
Temperature change,Asia,Temperature change,June,2007,1.079
Temperature change,Asia,Temperature change,June,2008,0.825
Temperature change,Asia,Temperature change,June,2009,0.793
Temperature change,Asia,Temperature change,June,2010,1.504
Temperature change,Asia,Temperature change,June,2011,1.097
Temperature change,Asia,Temperature change,June,2012,1.298
Temperature change,Asia,Temperature change,June,2013,0.927
Temperature change,Asia,Temperature change,June,2014,1.165
Temperature change,Asia,Temperature change,June,2015,1.066
Temperature change,Asia,Temperature change,June,2016,1.202
Temperature change,Asia,Temperature change,June,2017,1.168
Temperature change,Asia,Temperature change,June,2018,1.267
Temperature change,Asia,Temperature change,June,2019,1.474
Temperature change,Asia,Temperature change,June,2020,1.218
Temperature change,Asia,Temperature change,July,1990,0.151
Temperature change,Asia,Temperature change,July,1991,0.341
Temperature change,Asia,Temperature change,July,1992,-0.265
Temperature change,Asia,Temperature change,July,1993,-0.073
Temperature change,Asia,Temperature change,July,1994,0.183
Temperature change,Asia,Temperature change,July,1995,0.327
Temperature change,Asia,Temperature change,July,1996,0.536
Temperature change,Asia,Temperature change,July,1997,0.561
Temperature change,Asia,Temperature change,July,1998,1.001
Temperature change,Asia,Temperature change,July,1999,0.627
Temperature change,Asia,Temperature change,July,2000,1.058
Temperature change,Asia,Temperature change,July,2001,0.747
Temperature change,Asia,Temperature change,July,2002,0.953
Temperature change,Asia,Temperature change,July,2003,0.238
Temperature change,Asia,Temperature change,July,2004,0.433
Temperature change,Asia,Temperature change,July,2005,1.053
Temperature change,Asia,Temperature change,July,2006,0.652
Temperature change,Asia,Temperature change,July,2007,0.762
Temperature change,Asia,Temperature change,July,2008,0.935
Temperature change,Asia,Temperature change,July,2009,0.674
Temperature change,Asia,Temperature change,July,2010,1.336
Temperature change,Asia,Temperature change,July,2011,0.947
Temperature change,Asia,Temperature change,July,2012,1.141
Temperature change,Asia,Temperature change,July,2013,0.786
Temperature change,Asia,Temperature change,July,2014,0.698
Temperature change,Asia,Temperature change,July,2015,1.061
Temperature change,Asia,Temperature change,July,2016,1.2
Temperature change,Asia,Temperature change,July,2017,1.563
Temperature change,Asia,Temperature change,July,2018,1.466
Temperature change,Asia,Temperature change,July,2019,1.25
Temperature change,Asia,Temperature change,July,2020,1.354
Temperature change,Asia,Temperature change,August,1990,0.373
Temperature change,Asia,Temperature change,August,1991,0.225
Temperature change,Asia,Temperature change,August,1992,-0.25
Temperature change,Asia,Temperature change,August,1993,-0.128
Temperature change,Asia,Temperature change,August,1994,0.483
Temperature change,Asia,Temperature change,August,1995,0.564
Temperature change,Asia,Temperature change,August,1996,0.184
Temperature change,Asia,Temperature change,August,1997,0.515
Temperature change,Asia,Temperature change,August,1998,1.206
