Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change,1,World,7271,Temperature change,7003,March,2014,2014,°C,1.422,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7004,April,2014,2014,°C,1.443,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7005,May,2014,2014,°C,1.206,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7006,June,2014,2014,°C,1.046,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7007,July,2014,2014,°C,0.862,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7008,August,2014,2014,°C,1.054,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7009,September,2014,2014,°C,0.897,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7010,October,2014,2014,°C,1.056,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7011,November,2014,2014,°C,0.773,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7012,December,2014,2014,°C,1.349,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7001,January,2014,2014,°C,2.3,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7002,February,2014,2014,°C,0.536,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7003,March,2014,2014,°C,2.06,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7004,April,2014,2014,°C,1.81,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7005,May,2014,2014,°C,0.74,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7006,June,2014,2014,°C,0.758,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7007,July,2014,2014,°C,0.596,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7008,August,2014,2014,°C,-0.13,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7009,September,2014,2014,°C,0.612,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7010,October,2014,2014,°C,1.091,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7011,November,2014,2014,°C,1.257,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7012,December,2014,2014,°C,-0.114,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7001,January,2015,2015,°C,1.475,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7002,February,2015,2015,°C,1.662,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7003,March,2015,2015,°C,1.728,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7004,April,2015,2015,°C,1.172,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7005,May,2015,2015,°C,1.353,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7006,June,2015,2015,°C,1.337,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7007,July,2015,2015,°C,1.125,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7008,August,2015,2015,°C,1.262,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7009,September,2015,2015,°C,1.324,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7010,October,2015,2015,°C,1.552,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7011,November,2015,2015,°C,1.534,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7012,December,2015,2015,°C,1.994,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7001,January,2015,2015,°C,2.592,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7002,February,2015,2015,°C,2.749,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7003,March,2015,2015,°C,2.431,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7004,April,2015,2015,°C,1.32,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7005,May,2015,2015,°C,1.208,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7006,June,2015,2015,°C,0.77,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7007,July,2015,2015,°C,0.477,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7008,August,2015,2015,°C,0.523,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7009,September,2015,2015,°C,0.631,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7010,October,2015,2015,°C,1.187,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7011,November,2015,2015,°C,1.551,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7012,December,2015,2015,°C,1.552,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7001,January,2016,2016,°C,1.765,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7002,February,2016,2016,°C,2.596,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7003,March,2016,2016,°C,2.585,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7004,April,2016,2016,°C,2.055,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7005,May,2016,2016,°C,1.367,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7006,June,2016,2016,°C,1.315,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7007,July,2016,2016,°C,1.273,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7008,August,2016,2016,°C,1.439,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7009,September,2016,2016,°C,1.399,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7010,October,2016,2016,°C,0.996,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7011,November,2016,2016,°C,1.119,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7012,December,2016,2016,°C,1.246,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7001,January,2016,2016,°C,0.533,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7002,February,2016,2016,°C,1.496,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7003,March,2016,2016,°C,2.654,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7004,April,2016,2016,°C,2.177,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7005,May,2016,2016,°C,0.82,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7006,June,2016,2016,°C,1.169,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7007,July,2016,2016,°C,1.201,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7008,August,2016,2016,°C,1.409,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7009,September,2016,2016,°C,1.494,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7010,October,2016,2016,°C,0.665,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7011,November,2016,2016,°C,0.479,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7012,December,2016,2016,°C,2.988,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7001,January,2017,2017,°C,1.768,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7002,February,2017,2017,°C,1.898,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7003,March,2017,2017,°C,1.978,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7004,April,2017,2017,°C,1.447,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7005,May,2017,2017,°C,1.254,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7006,June,2017,2017,°C,1.223,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7007,July,2017,2017,°C,1.257,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7008,August,2017,2017,°C,1.297,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7009,September,2017,2017,°C,1.311,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7010,October,2017,2017,°C,1.185,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7011,November,2017,2017,°C,1.222,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7012,December,2017,2017,°C,1.632,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7001,January,2017,2017,°C,2.519,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7002,February,2017,2017,°C,3.112,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7003,March,2017,2017,°C,0.26,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7004,April,2017,2017,°C,1.821,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7005,May,2017,2017,°C,1.617,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7006,June,2017,2017,°C,0.845,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7007,July,2017,2017,°C,1.565,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7008,August,2017,2017,°C,0.76,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7009,September,2017,2017,°C,1.565,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7010,October,2017,2017,°C,0.743,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7011,November,2017,2017,°C,0.993,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7012,December,2017,2017,°C,1.503,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7001,January,2018,2018,°C,1.297,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7002,February,2018,2018,°C,1.348,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7003,March,2018,2018,°C,1.642,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7004,April,2018,2018,°C,1.334,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7005,May,2018,2018,°C,1.289,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7006,June,2018,2018,°C,1.077,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7007,July,2018,2018,°C,1.272,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7008,August,2018,2018,°C,1.043,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7009,September,2018,2018,°C,1.156,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7010,October,2018,2018,°C,1.376,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7011,November,2018,2018,°C,0.946,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7012,December,2018,2018,°C,1.216,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7001,January,2018,2018,°C,0.657,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7002,February,2018,2018,°C,1.047,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7003,March,2018,2018,°C,3.587,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7004,April,2018,2018,°C,2.09,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7005,May,2018,2018,°C,1.581,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7006,June,2018,2018,°C,1.414,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7007,July,2018,2018,°C,1.318,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7008,August,2018,2018,°C,1.327,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7009,September,2018,2018,°C,0.55,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7010,October,2018,2018,°C,0.126,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7011,November,2018,2018,°C,1,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7012,December,2018,2018,°C,0.08,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7001,January,2019,2019,°C,1.702,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7002,February,2019,2019,°C,1.33,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7003,March,2019,2019,°C,2.107,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7004,April,2019,2019,°C,1.682,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7005,May,2019,2019,°C,1.254,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7006,June,2019,2019,°C,1.473,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7007,July,2019,2019,°C,1.196,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7008,August,2019,2019,°C,1.17,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7009,September,2019,2019,°C,1.381,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7010,October,2019,2019,°C,1.516,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7011,November,2019,2019,°C,1.367,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7012,December,2019,2019,°C,1.821,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7001,January,2019,2019,°C,2.001,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7002,February,2019,2019,°C,1.795,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7003,March,2019,2019,°C,2.335,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7004,April,2019,2019,°C,2.486,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7005,May,2019,2019,°C,0.772,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7006,June,2019,2019,°C,1.057,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7007,July,2019,2019,°C,0.618,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7008,August,2019,2019,°C,1.099,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7009,September,2019,2019,°C,1.707,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7010,October,2019,2019,°C,1.294,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7011,November,2019,2019,°C,1.711,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7012,December,2019,2019,°C,0.713,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7001,January,2020,2020,°C,2.207,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7002,February,2020,2020,°C,2.368,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7003,March,2020,2020,°C,2.256,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7004,April,2020,2020,°C,1.616,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7005,May,2020,2020,°C,1.41,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7006,June,2020,2020,°C,1.4,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7007,July,2020,2020,°C,1.299,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7008,August,2020,2020,°C,1.34,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7009,September,2020,2020,°C,1.535,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7010,October,2020,2020,°C,1.386,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7011,November,2020,2020,°C,1.905,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7012,December,2020,2020,°C,1.322,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7001,January,2020,2020,°C,2.554,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7002,February,2020,2020,°C,3.205,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7003,March,2020,2020,°C,2.795,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7004,April,2020,2020,°C,1.07,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7005,May,2020,2020,°C,1.827,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7006,June,2020,2020,°C,1.416,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7007,July,2020,2020,°C,0.867,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7008,August,2020,2020,°C,1.287,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7009,September,2020,2020,°C,1.344,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7010,October,2020,2020,°C,0.747,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7011,November,2020,2020,°C,1.813,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7012,December,2020,2020,°C,0.158,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7001,January,2021,2021,°C,1.515,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7002,February,2021,2021,°C,1.078,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7003,March,2021,2021,°C,1.613,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7004,April,2021,2021,°C,1.443,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7005,May,2021,2021,°C,1.348,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7006,June,2021,2021,°C,1.601,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7007,July,2021,2021,°C,1.458,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7008,August,2021,2021,°C,1.422,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7009,September,2021,2021,°C,1.407,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7010,October,2021,2021,°C,1.538,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7011,November,2021,2021,°C,1.56,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7012,December,2021,2021,°C,1.389,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7001,January,2021,2021,°C,1.481,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7002,February,2021,2021,°C,4.301,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7003,March,2021,2021,°C,3.465,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7004,April,2021,2021,°C,0.987,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7005,May,2021,2021,°C,1.456,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7006,June,2021,2021,°C,1.489,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7007,July,2021,2021,°C,1.884,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7008,August,2021,2021,°C,0.79,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7009,September,2021,2021,°C,2.421,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7010,October,2021,2021,°C,1.163,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7011,November,2021,2021,°C,0.99,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7012,December,2021,2021,°C,1.742,E,Estimated value
